Index,Time,Dirty
1020,5085.41,244
1021,5086.46,244
1022,5087.51,244
1023,5088.56,244
1024,5089.62,228
1025,5090.67,240
1026,5091.71,244
1027,5092.76,244
1028,5093.81,244
1029,5094.86,244
1030,5095.91,244
1031,5096.96,244
1032,5098.02,244
1033,5099.06,244
1034,5100.11,244
1035,5101.16,244
1036,5102.20,244
1037,5103.25,244
1038,5104.30,244
1039,5105.35,244
1040,5106.40,244
1041,5107.44,244
1042,5108.49,244
1043,5109.54,244
1044,5110.59,244
1045,5111.63,244
1046,5112.68,244
1047,5113.73,244
1048,5114.79,244
1049,5115.83,244
1050,5116.88,244
1051,5117.95,244
1052,5119.00,244
1053,5120.05,240
1054,5121.10,244
1055,5122.15,244
1056,5123.20,244
1057,5124.25,244
1058,5125.29,244
1059,5126.34,244
1060,5127.39,244
1061,5128.44,244
1062,5129.48,244
1063,5130.53,244
1064,5131.58,244
1065,5132.63,244
1066,5133.67,244
1067,5134.72,244
1068,5135.77,244
1069,5136.82,244
1070,5137.87,244
1071,5138.91,244
1072,5139.97,20
1073,5141.03,244
1074,5142.08,244
1075,5143.12,244
1076,5144.17,244
1077,5145.22,224
1078,5146.27,244
1079,5147.32,244
1080,5148.38,244
1081,5149.43,244
1082,5150.48,244
1083,5151.52,244
1084,5152.57,244
1085,5153.62,244
1086,5154.67,244
1087,5155.72,244
1088,5156.77,244
1089,5157.81,244
1090,5158.86,244
1091,5159.91,244
1092,5160.96,244
1093,5162.01,244
1094,5163.06,244
1095,5164.11,244
1096,5165.16,244
1097,5166.21,244
1098,5167.26,244
1099,5168.30,244
1100,5169.35,244
1101,5170.40,20
1102,5171.45,244
1103,5172.50,244
1104,5173.56,244
1105,5174.60,244
1106,5175.65,228
1107,5176.70,232
1108,5177.75,256
1109,5178.79,256
1110,5179.84,256
1111,5180.89,228
1112,5181.94,256
1113,5182.99,256
1114,5184.05,256
1115,5185.09,256
1116,5186.14,244
1117,5187.19,244
1118,5188.24,244
1119,5189.29,244
1120,5190.34,244
1121,5191.39,256
1122,5192.43,256
1123,5193.48,256
1124,5194.53,256
1125,5195.58,256
1126,5196.63,244
1127,5197.67,244
1128,5198.72,244
1129,5199.77,244
1130,5200.82,244
1131,5201.87,244
1132,5202.92,244
1133,5203.96,244
1134,5205.02,244
1135,5206.07,216
1136,5207.12,244
1137,5208.17,244
1138,5209.21,244
1139,5210.26,244
1140,5211.31,244
1141,5212.36,244
1142,5213.42,244
1143,5214.46,244
1144,5215.51,244
1145,5216.56,244
1146,5217.61,244
1147,5218.65,244
1148,5219.70,244
1149,5220.75,244
1150,5221.80,244
1151,5222.85,244
1152,5223.89,244
1153,5224.94,244
1154,5226.00,244
1155,5227.05,244
1156,5228.10,244
1157,5229.15,244
1158,5230.20,244
1159,5231.24,188
1160,5232.30,244
1161,5233.35,244
1162,5234.39,244
1163,5235.44,244
1164,5236.49,232
1165,5237.54,244
1166,5238.59,244
1167,5239.64,244
1168,5240.69,244
1169,5241.73,216
1170,5242.78,244
1171,5243.83,244
1172,5244.87,244
1173,5245.94,244
1174,5246.98,244
1175,5248.04,244
1176,5249.09,244
1177,5250.13,244
1178,5251.18,244
1179,5252.23,236
1180,5253.28,256
1181,5254.33,256
1182,5255.38,256
1183,5256.42,256
1184,5257.47,244
1185,5258.52,244
1186,5259.57,244
1187,5260.61,244
1188,5261.66,244
1189,5262.73,252
1190,5263.78,252
1191,5264.82,252
1192,5265.87,252
1193,5266.92,228
1194,5267.97,244
1195,5269.02,244
1196,5270.07,244
1197,5271.12,244
1198,5272.17,244
1199,5273.21,244
1200,5274.26,244
1201,5275.31,244
1202,5276.36,244
1203,5277.40,244
1204,5278.45,244
1205,5279.50,244
1206,5280.55,244
1207,5281.60,244
1208,5282.64,244
1209,5283.69,244
1210,5284.74,244
1211,5285.79,244
1212,5286.83,244
1213,5287.89,244
1214,5288.94,244
1215,5289.98,244
1216,5291.04,244
1217,5292.09,188
1218,5293.14,244
1219,5294.19,244
1220,5295.24,244
1221,5296.28,244
1222,5297.33,216
1223,5298.38,244
1224,5299.43,244
1225,5300.47,244
1226,5301.53,244
1227,5302.57,244
1228,5303.62,244
1229,5304.67,244
1230,5305.72,244
1231,5306.77,244
1232,5307.81,244
1233,5308.86,244
1234,5309.91,244
1235,5310.96,244
1236,5312.01,244
1237,5313.07,240
1238,5314.12,244
1239,5315.19,244
1240,5316.24,244
1241,5317.29,244
1242,5318.34,244
1243,5319.38,244
1244,5320.43,244
1245,5321.48,244
1246,5322.53,8
1247,5323.58,236
1248,5324.63,256
1249,5325.67,256
1250,5326.72,256
1251,5327.77,228
1252,5328.82,256
1253,5329.86,256
1254,5330.91,256
1255,5331.96,256
1256,5333.02,244
1257,5334.06,244
1258,5335.11,244
1259,5336.16,244
1260,5337.21,244
1261,5338.26,232
1262,5339.31,256
1263,5340.35,256
1264,5341.40,256
1265,5342.45,256
1266,5343.50,244
1267,5344.55,244
1268,5345.59,244
1269,5346.64,244
1270,5347.69,244
1271,5348.74,244
1272,5349.78,244
1273,5350.83,244
1274,5351.88,244
1275,5352.93,244
1276,5354.00,244
1277,5355.04,244
1278,5356.10,244
1279,5357.14,244
1280,5358.19,232
1281,5359.24,244
1282,5360.29,244
1283,5361.34,244
1284,5362.39,244
1285,5363.44,244
1286,5364.49,244
1287,5365.53,244
1288,5366.58,244
1289,5367.63,244
1290,5368.68,244
1291,5369.73,244
1292,5370.77,244
1293,5371.82,244
1294,5372.87,244
1295,5373.93,244
1296,5374.99,244
1297,5376.04,244
1298,5377.09,244
1299,5378.13,244
1300,5379.18,244
1301,5380.23,244
1302,5381.27,244
1303,5382.32,244
1304,5383.37,224
1305,5384.42,244
1306,5385.47,244
1307,5386.52,244
1308,5387.57,244
1309,5388.62,216
1310,5389.67,244
1311,5390.72,244
1312,5391.77,244
1313,5392.81,244
1314,5393.86,240
1315,5394.91,244
1316,5395.96,244
1317,5397.01,244
1318,5398.06,244
1319,5399.11,244
1320,5400.16,244
1321,5401.20,244
1322,5402.25,244
1323,5403.30,244
1324,5404.34,244
1325,5405.39,244
1326,5406.44,244
1327,5407.49,244
1328,5408.53,244
1329,5409.58,244
1330,5410.63,244
1331,5411.68,244
1332,5412.73,244
1333,5413.78,0
1334,5414.83,244
1335,5415.87,244
1336,5416.92,244
1337,5417.98,244
1338,5419.02,240
1339,5420.07,244
1340,5421.12,244
1341,5422.17,244
1342,5423.22,244
1343,5424.27,244
1344,5425.31,244
1345,5426.36,244
1346,5427.41,244
1347,5428.46,244
1348,5429.50,244
1349,5430.55,244
1350,5431.60,244
1351,5432.65,244
1352,5433.69,244
1353,5434.74,244
1354,5435.79,244
1355,5436.84,244
1356,5437.89,244
1357,5438.94,56
1358,5440.00,244
1359,5441.05,244
1360,5442.10,244
1361,5443.15,244
1362,5444.19,216
1363,5445.24,244
1364,5446.29,244
1365,5447.34,244
1366,5448.39,244
1367,5449.45,244
1368,5450.50,244
1369,5451.54,244
1370,5452.59,244
1371,5453.64,244
1372,5454.69,244
1373,5455.73,244
1374,5456.78,244
1375,5457.83,244
1376,5458.88,244
1377,5459.93,244
1378,5461.01,244
1379,5462.06,244
1380,5463.10,244
1381,5464.15,0
1382,5465.20,244
1383,5466.25,244
1384,5467.29,244
1385,5468.34,244
1386,5469.39,236
1387,5470.43,244
1388,5471.48,244
1389,5472.53,244
1390,5473.58,244
1391,5474.63,244
1392,5475.68,244
1393,5476.72,244
1394,5477.77,244
1395,5478.82,244
1396,5479.87,244
1397,5480.92,244
1398,5481.97,244
1399,5483.02,244
1400,5484.07,244
1401,5485.12,244
1402,5486.18,244
1403,5487.23,244
1404,5488.28,244
1405,5489.33,244
1406,5490.38,244
1407,5491.43,244
1408,5492.48,244
1409,5493.52,244
1410,5494.57,228
1411,5495.62,244
1412,5496.67,244
1413,5497.71,244
1414,5498.76,244
1415,5499.81,244
1416,5500.86,244
1417,5501.90,244
1418,5502.95,244
1419,5504.01,244
1420,5505.06,244
1421,5506.11,244
1422,5507.15,244
1423,5508.20,244
1424,5509.25,244
1425,5510.30,240
1426,5511.35,244
1427,5512.40,244
1428,5513.45,244
1429,5514.49,20
1430,5515.55,244
1431,5516.60,244
1432,5517.64,244
1433,5518.69,244
1434,5519.74,232
1435,5520.79,244
1436,5521.83,244
1437,5522.88,244
1438,5523.93,244
1439,5524.99,244
1440,5526.03,244
1441,5527.08,244
1442,5528.13,244
1443,5529.18,244
1444,5530.23,244
1445,5531.27,244
1446,5532.32,244
1447,5533.37,244
1448,5534.42,244
1449,5535.48,244
1450,5536.53,244
1451,5537.57,244
1452,5538.62,244
1453,5539.67,244
1454,5540.72,244
1455,5541.76,244
1456,5542.81,244
1457,5543.86,244
1458,5544.91,20
1459,5545.95,244
1460,5547.01,244
1461,5548.06,244
1462,5549.11,244
1463,5550.15,228
1464,5551.20,244
1465,5552.25,244
1466,5553.30,244
1467,5554.35,244
1468,5555.45,244
1469,5556.49,244
1470,5557.54,244
1471,5558.59,244
1472,5559.64,244
1473,5560.69,244
1474,5561.73,244
1475,5562.78,244
1476,5563.83,244
1477,5564.88,244
1478,5565.93,244
1479,5566.98,244
1480,5568.03,244
1481,5569.08,244
1482,5570.13,244
1483,5571.17,244
1484,5572.22,244
1485,5573.27,244
1486,5574.32,244
1487,5575.36,20
1488,5576.41,244
1489,5577.46,244
1490,5578.51,244
1491,5579.56,244
1492,5580.60,224
1493,5581.65,236
1494,5582.70,256
1495,5583.75,256
1496,5584.80,256
1497,5585.85,236
1498,5586.90,244
1499,5587.96,244
1500,5589.02,244
1501,5590.06,244
1502,5591.11,244
1503,5592.16,244
1504,5593.21,244
1505,5594.25,244
1506,5595.30,244
1507,5596.35,256
1508,5597.40,256
1509,5598.45,256
1510,5599.50,256
1511,5600.54,256
1512,5601.59,256
1513,5602.64,256
1514,5603.69,256
1515,5604.73,256
1516,5605.78,256
1517,5606.83,256
1518,5607.88,256
1519,5608.93,256
1520,5609.98,256
1521,5611.03,0
1522,5612.08,244
1523,5613.13,244
1524,5614.18,244
1525,5615.23,244
1526,5616.28,216
1527,5617.33,244
1528,5618.37,244
1529,5619.42,244
1530,5620.47,244
1531,5621.52,244
1532,5622.57,244
1533,5623.61,244
1534,5624.66,244
1535,5625.71,244
1536,5626.76,244
1537,5627.81,244
1538,5628.85,244
1539,5629.90,244
1540,5630.95,244
1541,5632.01,244
1542,5633.05,244
1543,5634.12,244
1544,5635.16,244
1545,5636.21,244
1546,5637.26,244
1547,5638.31,244
1548,5639.35,244
1549,5640.40,244
1550,5641.45,216
1551,5642.50,244
1552,5643.55,244
1553,5644.59,244
1554,5645.64,244
1555,5646.69,236
1556,5647.73,244
1557,5648.78,244
1558,5649.83,244
1559,5650.88,244
1560,5651.93,236
1561,5652.99,244
1562,5654.03,244
1563,5655.08,244
1564,5656.13,244
1565,5657.18,244
1566,5658.22,244
1567,5659.28,244
1568,5660.33,244
1569,5661.38,244
1570,5662.43,244
1571,5663.47,244
1572,5664.52,244
1573,5665.57,244
1574,5666.62,244
1575,5667.66,244
1576,5668.71,244
1577,5669.76,244
1578,5670.80,244
1579,5671.86,4
1580,5672.91,244
1581,5673.95,244
1582,5675.01,244
1583,5676.06,244
1584,5677.11,216
1585,5678.16,244
1586,5679.21,244
1587,5680.25,244
1588,5681.30,244
1589,5682.35,244
1590,5683.40,244
1591,5684.45,244
1592,5685.50,244
1593,5686.55,244
1594,5687.59,244
1595,5688.64,244
1596,5689.69,244
1597,5690.74,244
1598,5691.79,244
1599,5692.83,244
1600,5693.88,244
1601,5694.93,244
1602,5695.99,244
1603,5697.04,244
1604,5698.09,244
1605,5699.13,244
1606,5700.18,244
1607,5701.23,244
1608,5702.28,216
1609,5703.33,244
1610,5704.37,244
1611,5705.42,244
1612,5706.47,244
1613,5707.52,244
1614,5708.56,244
1615,5709.62,244
1616,5710.67,244
1617,5711.71,244
1618,5712.76,244
1619,5713.81,244
1620,5714.86,244
1621,5715.91,244
1622,5716.97,244
1623,5718.03,244
1624,5719.07,244
1625,5720.12,244
1626,5721.17,244
1627,5722.22,244
1628,5723.26,244
1629,5724.31,244
1630,5725.36,244
1631,5726.41,244
1632,5727.46,224
1633,5728.51,244
1634,5729.56,244
1635,5730.60,244
1636,5731.66,244
1637,5732.76,244
1638,5733.80,244
1639,5734.85,244
1640,5735.90,244
1641,5736.95,244
1642,5738.01,244
1643,5739.05,244
1644,5740.10,244
1645,5741.15,244
1646,5742.20,244
1647,5743.24,256
1648,5744.29,256
1649,5745.34,256
1650,5746.39,256
1651,5747.44,256
1652,5748.49,260
1653,5749.54,260
1654,5750.58,260
1655,5751.63,260
1656,5752.68,260
1657,5753.73,260
1658,5754.77,260
1659,5755.82,260
1660,5756.87,260
1661,5757.94,56
1662,5759.00,260
1663,5760.05,260
1664,5761.10,260
1665,5762.14,260
1666,5763.19,232
1667,5764.24,260
1668,5765.29,260
1669,5766.34,260
1670,5767.38,260
1671,5768.43,236
1672,5769.48,260
1673,5770.53,260
1674,5771.58,260
1675,5772.62,260
1676,5773.67,252
1677,5774.72,256
1678,5775.77,260
1679,5776.81,260
1680,5777.86,260
1681,5778.91,260
1682,5779.96,260
1683,5781.01,260
1684,5782.07,260
1685,5783.12,260
1686,5784.17,244
1687,5785.22,244
1688,5786.26,244
1689,5787.31,244
1690,5788.36,244
1691,5789.41,236
1692,5790.46,256
1693,5791.51,256
1694,5792.55,256
1695,5793.60,4
1696,5794.65,244
1697,5795.70,244
1698,5796.74,244
1699,5797.79,244
1700,5798.84,232
1701,5799.89,244
1702,5800.93,244
1703,5801.98,244
1704,5803.03,244
1705,5804.08,240
1706,5805.13,244
1707,5806.18,244
1708,5807.24,244
1709,5808.29,244
1710,5809.33,244
1711,5810.38,244
1712,5811.43,244
1713,5812.48,244
1714,5813.52,244
1715,5814.57,244
1716,5815.62,244
1717,5816.67,244
1718,5817.72,244
1719,5818.77,244
1720,5819.81,244
1721,5820.86,244
1722,5821.91,244
1723,5822.96,244
1724,5824.01,20
1725,5825.07,244
1726,5826.12,244
1727,5827.16,244
1728,5828.21,244
1729,5829.26,236
1730,5830.31,244
1731,5831.36,244
1732,5832.41,244
1733,5833.46,244
1734,5834.51,244
1735,5835.55,244
1736,5836.60,244
1737,5837.65,244
1738,5838.70,244
1739,5839.75,244
1740,5840.80,244
1741,5841.84,244
1742,5842.89,244
1743,5843.95,244
1744,5845.01,244
1745,5846.06,244
1746,5847.11,244
1747,5848.16,244
1748,5849.20,244
1749,5850.25,244
1750,5851.30,244
1751,5852.35,244
1752,5853.40,244
1753,5854.44,216
1754,5855.49,244
1755,5856.55,244
1756,5857.60,244
1757,5858.64,244
1758,5859.69,216
1759,5860.74,244
1760,5861.79,244
1761,5862.84,244
1762,5863.88,244
1763,5864.93,244
1764,5865.98,244
1765,5867.04,244
1766,5868.09,244
1767,5869.13,244
1768,5870.18,244
1769,5871.23,244
1770,5872.28,244
1771,5873.32,244
1772,5874.37,244
1773,5875.42,256
1774,5876.47,256
1775,5877.52,256
1776,5878.57,256
1777,5879.62,256
1778,5880.67,244
1779,5881.73,244
1780,5882.78,244
1781,5883.83,244
1782,5884.88,8
1783,5885.94,244
1784,5886.98,244
1785,5888.04,244
1786,5889.09,244
1787,5890.14,240
1788,5891.19,244
1789,5892.23,244
1790,5893.28,244
1791,5894.33,244
1792,5895.38,244
1793,5896.43,244
1794,5897.48,244
1795,5898.52,244
1796,5899.57,244
1797,5900.62,244
1798,5901.67,244
1799,5902.72,244
1800,5903.76,244
1801,5904.81,244
1802,5905.86,244
1803,5906.91,244
1804,5907.96,244
1805,5909.01,244
1806,5910.07,20
1807,5911.12,244
1808,5912.17,244
1809,5913.22,244
1810,5914.26,244
1811,5915.31,232
1812,5916.36,244
1813,5917.41,244
1814,5918.46,244
1815,5919.50,244
1816,5920.55,216
1817,5921.60,244
1818,5922.65,244
1819,5923.69,244
1820,5924.74,244
1821,5925.79,244
1822,5926.83,244
1823,5927.88,244
1824,5928.93,244
1825,5929.98,244
1826,5931.04,244
1827,5932.09,244
1828,5933.14,244
1829,5934.19,244
1830,5935.23,244
1831,5936.28,244
1832,5937.33,244
1833,5938.38,244
1834,5939.43,244
1835,5940.47,228
1836,5941.52,244
1837,5942.57,244
1838,5943.62,244
1839,5944.67,244
1840,5945.72,216
1841,5946.76,244
1842,5947.81,244
1843,5948.86,244
1844,5949.91,244
1845,5950.95,244
1846,5952.00,244
1847,5953.05,244
1848,5954.10,244
1849,5955.15,244
1850,5956.20,244
1851,5957.25,244
1852,5958.30,244
1853,5959.34,244
1854,5960.39,244
1855,5961.44,244
1856,5962.49,244
1857,5963.53,244
1858,5964.58,244
1859,5965.63,244
1860,5966.68,256
1861,5967.73,256
1862,5968.77,256
1863,5969.82,256
1864,5970.87,4
1865,5971.92,256
1866,5972.99,256
1867,5974.04,256
1868,5975.09,256
1869,5976.14,228
1870,5977.18,256
1871,5978.23,256
1872,5979.28,256
1873,5980.32,256
1874,5981.38,228
1875,5982.43,256
1876,5983.47,256
1877,5984.52,256
1878,5985.57,256
1879,5986.61,244
1880,5987.66,244
1881,5988.71,244
1882,5989.76,244
1883,5990.80,244
1884,5991.85,244
1885,5992.90,244
1886,5993.95,244
1887,5995.00,244
1888,5996.05,244
1889,5997.10,244
1890,5998.14,244
1891,5999.19,244
1892,6000.24,244
1893,6001.29,20
1894,6002.33,244
1895,6003.38,244
1896,6004.43,244
1897,6005.48,244
1898,6006.53,232
1899,6007.58,244
1900,6008.63,244
1901,6009.68,244
1902,6010.72,244
1903,6011.77,244
1904,6012.82,244
1905,6013.86,244
1906,6014.91,244
1907,6015.96,244
1908,6017.02,244
1909,6018.06,244
1910,6019.11,244
1911,6020.16,244
1912,6021.21,244
1913,6022.26,236
1914,6023.31,256
1915,6024.35,256
1916,6025.40,256
1917,6026.45,256
1918,6027.51,244
1919,6028.55,244
1920,6029.60,244
1921,6030.65,244
1922,6031.72,228
1923,6032.81,244
1924,6033.86,244
1925,6034.91,244
1926,6035.95,244
1927,6037.01,228
1928,6038.05,256
1929,6039.10,256
1930,6040.15,256
1931,6041.20,256
1932,6042.25,244
1933,6043.29,244
1934,6044.34,244
1935,6045.39,244
1936,6046.43,244
1937,6047.48,256
1938,6048.53,256
1939,6049.58,256
1940,6050.62,256
1941,6051.67,256
1942,6052.72,256
1943,6053.76,256
1944,6054.82,256
1945,6055.87,256
1946,6056.92,256
1947,6057.97,244
1948,6059.03,244
1949,6060.08,244
1950,6061.12,244
1951,6062.17,216
1952,6063.22,244
1953,6064.27,244
1954,6065.32,244
1955,6066.36,244
1956,6067.41,244
1957,6068.46,244
1958,6069.51,244
1959,6070.56,244
1960,6071.61,244
1961,6072.65,244
1962,6073.70,244
1963,6074.75,244
1964,6075.80,244
1965,6076.84,244
1966,6077.89,244
1967,6078.94,244
1968,6080.00,244
1969,6081.05,244
1970,6082.10,244
1971,6083.15,244
1972,6084.20,244
1973,6085.25,244
1974,6086.29,244
1975,6087.34,4
